id;classification_id;parent_id;description;reference;attribute1_oto;attribute2_oto;attribute3_oto;attribute4_oto;attribute5_anc;attribute6_anc;attribute7_anc;attribute8_anc;attribute9_anc;attribute10_anc;attribute11_anc;attribute12_anc;attribute13_anc;attribute14_anc;attribute15_anc
115;4;;;;standard steel;;;;;;;;;;;;;;
116;4;;;;high-strength steel;;;;;;;;;;;;;;
117;4;;;;iron;;;;;;;;;;;;;;
118;4;;;;chromium;;;;;;;;;;;;;;
119;4;;;;manganese;;;;;;;;;;;;;;
120;4;;;;molybdenum;;;;;;;;;;;;;;
121;4;;;;vanadium;;;;;;;;;;;;;;
122;4;;;;aluminium scrap recovered for recycling;;;;;;;;;;;;;;
123;4;;;;total aluminium scrap;;;;;;;;;;;;;;
124;4;;;;wood, dry mass;;;;;;;;;;;;;;
125;4;;;;reserved;;;;;;;;;;;;;;
126;4;;;;reserved;;;;;;;;;;;;;;
127;4;;;;reserved;;;;;;;;;;;;;;
128;4;;;;reserved;;;;;;;;;;;;;;
129;4;;;;reserved;;;;;;;;;;;;;;
130;4;;;;reserved;;;;;;;;;;;;;;
131;4;;;;reserved;;;;;;;;;;;;;;
132;4;;;;reserved;;;;;;;;;;;;;;
133;4;;;;reserved;;;;;;;;;;;;;;
134;4;;;;reserved;;;;;;;;;;;;;;
135;4;;;;reserved;;;;;;;;;;;;;;
136;4;;;;reserved;;;;;;;;;;;;;;
137;4;;;;reserved;;;;;;;;;;;;;;
138;4;;;;reserved;;;;;;;;;;;;;;
139;4;;;;reserved;;;;;;;;;;;;;;
140;4;;;;reserved;;;;;;;;;;;;;;
141;4;;;;reserved;;;;;;;;;;;;;;
142;4;;;;reserved;;;;;;;;;;;;;;
143;4;;;;reserved;;;;;;;;;;;;;;
144;4;;;;reserved;;;;;;;;;;;;;;
145;4;;;;reserved;;;;;;;;;;;;;;
146;4;;;;reserved;;;;;;;;;;;;;;
147;4;;;;reserved;;;;;;;;;;;;;;
148;4;;;;reserved;;;;;;;;;;;;;;
149;4;;;;reserved;;;;;;;;;;;;;;
150;4;;;;reserved;;;;;;;;;;;;;;
151;4;;;;reserved;;;;;;;;;;;;;;
152;4;;;;reserved;;;;;;;;;;;;;;
153;4;;;;reserved;;;;;;;;;;;;;;
154;4;;;;reserved;;;;;;;;;;;;;;
155;4;;;;reserved;;;;;;;;;;;;;;
156;4;;;;reserved;;;;;;;;;;;;;;
157;4;;;;reserved;;;;;;;;;;;;;;
158;4;;;;reserved;;;;;;;;;;;;;;
159;4;;;;reserved;;;;;;;;;;;;;;
160;4;;;;reserved;;;;;;;;;;;;;;
161;4;;;;reserved;;;;;;;;;;;;;;
162;4;;;;reserved;;;;;;;;;;;;;;
163;4;;;;reserved;;;;;;;;;;;;;;
164;4;;;;reserved;;;;;;;;;;;;;;
165;4;;;;reserved;;;;;;;;;;;;;;
166;4;;;;reserved;;;;;;;;;;;;;;
167;4;;;;reserved;;;;;;;;;;;;;;
168;4;;;;reserved;;;;;;;;;;;;;;
169;4;;;;reserved;;;;;;;;;;;;;;
170;4;;;;reserved;;;;;;;;;;;;;;
171;4;;;;reserved;;;;;;;;;;;;;;
172;4;;;;reserved;;;;;;;;;;;;;;
173;4;;;;reserved;;;;;;;;;;;;;;
174;4;;;;reserved;;;;;;;;;;;;;;
175;4;;;;reserved;;;;;;;;;;;;;;
176;4;;;;reserved;;;;;;;;;;;;;;
177;4;;;;reserved;;;;;;;;;;;;;;
178;4;;;;reserved;;;;;;;;;;;;;;
179;4;;;;reserved;;;;;;;;;;;;;;
180;4;;;;reserved;;;;;;;;;;;;;;
181;4;;;;reserved;;;;;;;;;;;;;;
182;4;;;;reserved;;;;;;;;;;;;;;
183;4;;;;reserved;;;;;;;;;;;;;;
184;4;;;;reserved;;;;;;;;;;;;;;
185;4;;;;reserved;;;;;;;;;;;;;;
186;4;;;;reserved;;;;;;;;;;;;;;
187;4;;;;reserved;;;;;;;;;;;;;;
188;4;;;;reserved;;;;;;;;;;;;;;
189;4;;;;reserved;;;;;;;;;;;;;;
190;4;;;;reserved;;;;;;;;;;;;;;
191;4;;;;reserved;;;;;;;;;;;;;;
192;4;;;;reserved;;;;;;;;;;;;;;
193;4;;;;reserved;;;;;;;;;;;;;;
194;4;;;;reserved;;;;;;;;;;;;;;
195;4;;;;reserved;;;;;;;;;;;;;;
196;4;;;;reserved;;;;;;;;;;;;;;
197;4;;;;reserved;;;;;;;;;;;;;;
198;4;;;;reserved;;;;;;;;;;;;;;
199;4;;;;reserved;;;;;;;;;;;;;;
200;4;;;;reserved;;;;;;;;;;;;;;
201;4;;;;reserved;;;;;;;;;;;;;;
202;4;;;;reserved;;;;;;;;;;;;;;
203;4;;;;reserved;;;;;;;;;;;;;;
204;4;;;;reserved;;;;;;;;;;;;;;
